 STN,YYYYMMDD,H,   DD,   FH,   FF,   FX,    T, T10N,   TD,   SQ,    Q,   DR,   RH,    P,   VV,    N,    U,   WW,   IX,    M,    R,    S,    O,    Y
  240,20211126,   14,  190,  100,   90,  140,   47,     ,   34,    0,   10,   10,    5, 9863,   64,    8,   90,   61,    7,    0,    1,    0,    0,    0
  240,20211126,   15,  190,  100,  100,  140,   46,     ,   31,    0,    3,   10,   11, 9850,   61,    8,   90,   61,    7,    0,    1,    0,    0,    0
  240,20211126,   16,  220,   70,   50,  130,   52,     ,   43,    0,    0,   10,   19, 9844,   58,    8,   93,   58,    7,    0,    1,    0,    0,    0
  240,20211126,   17,  240,   40,   30,   90,   57,     ,   47,    0,    0,    9,   11, 9841,   57,    8,   93,   62,    7,    0,    1,    0,    0,    0
  240,20211126,   18,   30,   30,   20,   60,   54,   43,   38,    0,    0,    7,    3, 9838,   70,    8,   89,   51,    7,    0,    1,    0,    0,    0
  240,20211126,   19,  180,   20,   20,   50,   47,     ,   39,    0,    0,    3,    2, 9839,   63,    8,   94,   57,    7,    0,    1,    0,    0,    0
  240,20211126,   20,   90,   20,   20,   50,   40,     ,   30,    0,    0,    7,   11, 9835,   65,    8,   93,   23,    7,    0,    1,    0,    0,    0
  240,20211126,   21,  230,   20,   30,   40,   39,     ,   32,    0,    0,    0,   -1, 9834,   61,    8,   95,   23,    7,    0,    1,    0,    0,    0
  240,20211126,   22,  320,   30,   20,   40,   45,     ,   26,    0,    0,    7,    8, 9832,   60,    8,   87,   81,    7,    0,    1,    0,    0,    0
  240,20211126,   23,  310,   30,   20,   60,   40,     ,   23,    0,    0,   10,   20, 9838,   50,    8,   89,   62,    7,    0,    1,    0,    0,    0
  240,20211126,   24,  200,   20,   20,   50,   37,   23,   27,    0,    0,   10,   15, 9837,   65,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20211127,    1,  190,   20,   20,   30,   36,     ,   27,    0,    0,    9,    3, 9836,   65,    8,   93,   61,    7,    0,    1,    0,    0,    0
  240,20211127,    2,  220,   40,   40,   60,   39,     ,   23,    0,    0,   10,    8, 9837,   70,    8,   89,   57,    7,    0,    1,    0,    0,    0
  240,20211127,    3,  210,   40,   40,   60,   36,     ,   25,    0,    0,   10,    4, 9839,   65,    8,   92,   51,    7,    0,    1,    0,    0,    0
  240,20211127,    4,  180,   30,   10,   60,   35,     ,   24,    0,    0,   10,    5, 9844,   64,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20211127,    5,  270,   10,   20,   30,   38,     ,   21,    0,    0,   10,    5, 9852,   70,    8,   88,   61,    7,    0,    1,    0,    0,    0
  240,20211127,    6,  300,   20,   20,   30,   33,   33,   22,    0,    0,   10,   20, 9861,   50,    8,   92,   68,    7,    0,    1,    1,    0,    0
  240,20211127,    7,  210,   30,   40,   50,   31,     ,   19,    0,    0,   10,   19, 9867,   64,    8,   91,   61,    7,    0,    1,    1,    0,    0
  240,20211127,    8,  240,   40,   60,   80,   35,     ,   19,    0,    1,   10,   14, 9873,   70,    8,   88,   61,    7,    0,    1,    0,    0,    0
  240,20211127,    9,  220,   60,   60,   90,   36,     ,   21,    0,    6,    6,    2, 9878,   70,    8,   90,   51,    7,    0,    1,    0,    0,    0
  240,20211127,   10,  210,   60,   70,   90,   42,     ,   28,    0,   20,    0,   -1, 9881,   63,    8,   90,   22,    7,    0,    1,    0,    0,    0
  240,20211127,   11,  230,   80,   90,  110,   39,     ,   23,    0,   21,    6,   19, 9882,   57,    8,   89,   81,    7,    0,    1,    0,    0,    0
  240,20211127,   12,  210,   80,   80,  100,   38,   25,   23,    0,   15,    8,    4, 9884,   63,    8,   89,   61,    7,    0,    1,    0,    0,    0
  240,20211127,   13,  220,   80,   80,  100,   39,     ,   25,    0,   14,   10,    3, 9885,   69,    8,   90,   57,    7,    0,    1,    0,    0,    0
  240,20211127,   14,  210,   70,   70,  110,   36,     ,   23,    0,   14,   10,    4, 9888,   58,    8,   91,   61,    7,    0,    1,    0,    0,    0
  240,20211127,   15,  200,   80,   80,  110,   33,     ,   21,    0,    8,    5,    1, 9893,   59,    8,   91,   81,    7,    0,    1,    0,    0,    0
  240,20211127,   16,  200,   60,   60,  100,   33,     ,   21,    0,    0,    5,    2, 9898,   65,    8,   92,   23,    7,    0,    1,    0,    0,    0
  240,20211127,   17,  200,   60,   50,   90,   31,     ,   22,    0,    0,    0,   -1, 9902,   65,    8,   93,   81,    7,    0,    1,    0,    0,    0
  240,20211127,   18,  170,   30,   20,   70,   33,   29,   24,    0,    0,    4,    1, 9910,   59,    8,   93,   81,    7,    0,    1,    0,    0,    0
  240,20211127,   19,  170,   20,   30,   40,   27,     ,   20,    0,    0,    0,   -1, 9916,   59,    8,   94,   23,    7,    0,    1,    0,    0,    0
  240,20211127,   20,  150,   20,   10,   40,   31,     ,   27,    0,    0,    0,    0, 9923,   57,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20211127,   21,  110,   10,   20,   20,   33,     ,   24,    0,    0,    0,    0, 9928,   57,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211127,   22,   60,   20,   10,   30,   33,     ,   28,    0,    0,    0,    0, 9935,   49,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20211127,   23,  110,   10,   10,   20,   35,     ,   30,    0,    0,    0,    0, 9941,   50,    8,   96,   10,    7,    0,    0,    0,    0,    0
  240,20211127,   24,  300,   10,   10,   30,   36,   20,   28,    0,    0,    0,    0, 9945,   38,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211128,    1,  360,   20,   20,   30,   38,     ,   31,    0,    0,    0,    0, 9949,   56,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211128,    2,  330,   10,   20,   30,   31,     ,   24,    0,    0,    0,    0, 9957,   34,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20211128,    3,  360,   20,   20,   30,   31,     ,   19,    0,    0,    0,    0, 9959,   58,    6,   91,   10,    7,    0,    0,    0,    0,    0
  240,20211128,    4,  340,   20,   20,   30,   13,     ,    7,    0,    0,    0,    0, 9960,   30,    0,   96,   10,    7,    0,    0,    0,    0,    0
  240,20211128,    5,  310,   10,   20,   20,    3,     ,   -1,    0,    0,    0,    0, 9963,   19,    8,   97,   10,    7,    0,    0,    0,    0,    0
  240,20211128,    6,  320,   10,   10,   20,   -8,  -10,   -9,    0,    0,    0,    0, 9966,    0,    8,   99,   35,    7,    1,    0,    0,    0,    1
  240,20211128,    7,  320,   10,   10,   20,   12,     ,    9,    0,    0,    0,   -1, 9971,   10,    8,   98,   51,    7,    1,    1,    0,    0,    1
  240,20211128,    8,  340,   20,   20,   30,   19,     ,   15,    2,    6,    0,   -1, 9980,   46,    8,   97,   81,    7,    1,    1,    0,    0,    0
  240,20211128,    9,  350,   40,   50,  100,   34,     ,   21,    0,    6,    6,    5, 9989,   58,    8,   91,   68,    7,    0,    1,    1,    0,    0
  240,20211128,   10,   20,   40,   30,   80,   32,     ,   17,    0,    7,   10,   16, 9989,   70,    8,   90,   61,    7,    0,    1,    1,    0,    0
  240,20211128,   11,  350,   30,   30,   50,   41,     ,   22,    0,   21,    0,   -1, 9990,   70,    7,   87,   61,    7,    0,    1,    0,    0,    0
  240,20211128,   12,   70,   20,   10,   60,   43,  -11,   26,    0,   26,    4,    1, 9988,   70,    8,   88,   23,    7,    0,    1,    0,    0,    0
  240,20211128,   13,  320,   20,   10,   50,   44,     ,   28,    0,   26,    0,    0, 9990,   70,    8,   88,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   14,  360,   20,   20,   40,   54,     ,   25,    3,   37,    0,    0, 9990,   70,    8,   81,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   15,  360,   20,   20,   40,   39,     ,    6,    7,   23,    0,    0, 9993,   75,    3,   78,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   16,  320,   20,   10,   30,   28,     ,   -1,    0,    1,    0,    0, 9998,   70,    6,   81,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   17,  340,   30,   30,   30,   13,     ,   -7,    0,    0,    0,    0,10004,   70,    8,   86,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   18,  340,   20,   20,   30,   16,  -11,  -15,    0,    0,    0,    0,10011,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   19,  310,   20,   20,   30,   -3,     ,  -21,    0,    0,    0,    0,10015,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20211128,   20,  310,   50,   70,  100,   33,     ,   -3,    0,    0,    0,   -1,10024,   75,    8,   77,   81,    7,    0,    1,    0,    0,    0
  240,20211128,   21,  290,   50,   40,   80,   22,     ,   -1,    0,    0,    0,   -1,10026,   70,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20211128,   22,  280,   50,   50,   90,   30,     ,   10,    0,    0,    3,    2,10032,   70,    8,   87,   81,    7,    0,    1,    0,    0,    0
  240,20211128,   23,  270,   50,   50,   70,   27,     ,   10,    0,    0,    5,    2,10034,   68,    7,   88,   81,    7,    0,    1,    0,    0,    0
  240,20211128,   24,  260,   40,   50,   60,   27,  -18,   11,    0,    0,    1,    1,10038,   65,    8,   88,   81,    7,    0,    1,    0,    0,    0
  240,20211129,    1,  240,   40,   40,   70,   18,     ,   -2,    0,    0,    1,    1,10038,   70,    2,   86,   23,    7,    0,    1,    0,    0,    0
  240,20211129,    2,  220,   40,   40,   60,   13,     ,    1,    0,    0,    0,    0,10042,   65,    2,   91,     ,    5,    0,    0,    0,    0,    0
  240,20211129,    3,  300,   20,   20,   50,    9,     ,  -14,    0,    0,    0,   -1,10044,   70,    5,   84,   23,    7,    0,    1,    0,    0,    0
  240,20211129,    4,  340,   50,   60,  110,   37,     ,    0,    0,    0,    6,    5,10047,   75,    7,   76,   81,    7,    0,    1,    0,    0,    0
  240,20211129,    5,  310,   30,   30,   90,   20,     ,   -4,    0,    0,    0,   -1,10049,   70,    4,   84,   23,    7,    0,    1,    0,    0,    0
  240,20211129,    6,  310,   50,   60,  120,   34,   -4,   13,    0,    0,    3,    4,10055,   70,    8,   86,   81,    7,    0,    1,    0,    0,    0
  240,20211129,    7,  320,   60,   70,  120,   42,     ,   19,    0,    0,    4,    4,10062,   60,    8,   84,   81,    7,    0,    1,    0,    0,    0
  240,20211129,    8,  340,   60,   50,  120,   49,     ,   25,    0,    1,    2,    2,10069,   70,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20211129,    9,  340,   60,   60,  110,   49,     ,   27,    0,   10,    9,   29,10075,   70,    8,   85,   81,    7,    0,    1,    1,    0,    0
  240,20211129,   10,  310,   50,   40,   90,   55,     ,   37,    3,   35,    5,   10,10081,   70,    0,   88,   23,    7,    0,    1,    0,    0,    0
  240,20211129,   11,  300,   50,   60,   80,   64,     ,   39,   10,   85,    0,    0,10085,   70,    7,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211129,   12,  310,   40,   40,   90,   55,   23,   33,    2,   34,    1,    3,10088,   70,    5,   86,   23,    7,    0,    1,    0,    0,    0
  240,20211129,   13,   10,   40,   20,   70,   53,     ,   33,    0,   14,    8,   27,10090,   59,    8,   86,   81,    7,    0,    1,    0,    0,    0
  240,20211129,   14,  320,   20,   20,   60,   59,     ,   36,    0,   18,    0,   -1,10094,   70,    8,   85,   81,    7,    0,    1,    0,    0,    0
  240,20211129,   15,  300,   20,   20,   50,   53,     ,   36,    2,    9,    4,    2,10100,   70,    6,   88,   23,    7,    0,    1,    0,    0,    0
  240,20211129,   16,  350,   20,   20,   40,   53,     ,   38,    0,    1,    2,    1,10106,   60,    8,   89,   81,    7,    0,    1,    0,    0,    0
  240,20211129,   17,  270,   20,   20,   60,   47,     ,   36,    0,    0,    5,    6,10112,   60,    8,   92,   61,    7,    0,    1,    0,    0,    0
  240,20211129,   18,  310,   20,   50,   70,   54,   35,   30,    0,    0,    2,    2,10114,   70,    8,   84,   81,    7,    0,    1,    0,    0,    0
  240,20211129,   19,  270,   20,   30,   60,   33,     ,   10,    0,    0,    0,   -1,10113,   70,    8,   84,   23,    7,    0,    1,    0,    0,    0
  240,20211129,   20,  240,   40,   50,   80,   54,     ,   24,    0,    0,    2,    3,10110,   61,    8,   81,   81,    7,    0,    1,    0,    0,    0
  240,20211129,   21,  260,   50,   60,  100,   59,     ,   26,    0,    0,    0,   -1,10108,   75,    8,   79,   23,    7,    0,    1,    0,    0,    0
  240,20211129,   22,  250,   70,   80,  110,   62,     ,   16,    0,    0,    0,    0,10102,   75,    8,   72,     ,    5,    0,    0,    0,    0,    0
  240,20211129,   23,  250,   80,   90,  120,   62,     ,    8,    0,    0,    0,    0,10096,   80,    8,   68,     ,    5,    0,    0,    0,    0,    0
  240,20211129,   24,  240,   90,  100,  140,   61,    9,   17,    0,    0,    0,   -1,10084,   75,    8,   73,   57,    7,    0,    1,    0,    0,    0
  240,20211130,    1,  230,   80,   80,  130,   56,     ,   48,    0,    0,   10,    7,10070,   26,    8,   94,   53,    7,    0,    1,    0,    0,    0
  240,20211130,    2,  250,   90,  100,  130,   74,     ,   67,    0,    0,   10,   23,10066,   26,    8,   95,   53,    7,    0,    1,    0,    0,    0
  240,20211130,    3,  270,  100,   90,  140,   81,     ,   74,    0,    0,   10,   15,10057,   26,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20211130,    4,  280,  100,  100,  140,   85,     ,   78,    0,    0,   10,    7,10054,   20,    8,   95,   53,    7,    0,    1,    0,    0,    0
  240,20211130,    5,  280,  100,  110,  150,   90,     ,   82,    0,    0,   10,    7,10048,   24,    8,   94,   51,    7,    0,    1,    0,    0,    0
  240,20211130,    6,  280,  100,  100,  140,   92,   47,   85,    0,    0,    8,    3,10048,   23,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20211130,    7,  280,  100,   90,  150,   95,     ,   86,    0,    0,    8,    2,10050,   35,    8,   94,   58,    7,    0,    1,    0,    0,    0
  240,20211130,    8,  280,   90,   90,  140,   99,     ,   89,    0,    0,    9,    3,10053,   56,    8,   93,   61,    7,    0,    1,    0,    0,    0
  240,20211130,    9,  280,   90,   90,  130,  101,     ,   89,    0,    5,    5,    1,10053,   50,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20211130,   10,  320,   60,   50,  110,   89,     ,   83,    0,    8,    9,   20,10062,   47,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20211130,   11,  310,   40,   50,   90,   89,     ,   82,    0,   11,   10,   11,10061,   39,    8,   95,   52,    7,    0,    1,    0,    0,    0
  240,20211130,   12,  300,   30,   30,   70,   92,   88,   88,    0,   10,   10,   16,10059,   33,    8,   97,   58,    7,    0,    1,    0,    0,    0
  240,20211130,   13,  320,   30,   40,   60,   91,     ,   85,    0,   11,    9,   15,10059,   39,    8,   96,   62,    7,    0,    1,    0,    0,    0
  240,20211130,   14,  330,   30,   30,   70,   89,     ,   83,    0,    7,    8,   10,10061,   56,    8,   96,   52,    7,    0,    1,    0,    0,    0
  240,20211130,   15,  320,   20,   20,   50,   87,     ,   83,    0,    4,   10,    5,10066,   33,    8,   97,   52,    7,    0,    1,    0,    0,    0
  240,20211130,   16,  270,   20,   20,   30,   87,     ,   84,    0,    1,    5,    3,10062,   61,    8,   97,   23,    7,    0,    1,    0,    0,    0
  240,20211130,   17,  230,   10,   10,   20,   88,     ,   84,    0,    0,    3,    2,10059,   29,    8,   97,   58,    7,    0,    1,    0,    0,    0
  240,20211130,   18,  250,   30,   50,   60,  102,   80,   93,    0,    0,    6,    5,10053,   50,    8,   94,   52,    7,    0,    1,    0,    0,    0
  240,20211130,   19,  240,   50,   60,   90,  103,     ,   95,    0,    0,    9,    4,10047,   22,    8,   94,   53,    7,    0,    1,    0,    0,    0
  240,20211130,   20,  240,   70,   80,  120,  105,     ,   96,    0,    0,    9,    1,10041,   38,    8,   94,   22,    7,    0,    1,    0,    0,    0
  240,20211130,   21,  220,   70,   70,  110,  104,     ,   93,    0,    0,    0,   -1,10029,   59,    8,   93,   81,    7,    0,    1,    0,    0,    0
  240,20211130,   22,  210,   60,   60,  110,  101,     ,   91,    0,    0,    5,    3,10015,   60,    8,   93,   57,    7,    0,    1,    0,    0,    0
  240,20211130,   23,  210,   60,   70,   90,  104,     ,   90,    0,    0,    0,   -1,10002,   66,    8,   90,   23,    7,    0,    1,    0,    0,    0
  240,20211130,   24,  230,   80,   90,  140,  106,   96,   94,    0,    0,    2,    2, 9985,   48,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20211201,    1,  230,  100,  120,  160,  110,     ,   92,    0,    0,    7,    2, 9966,   61,    8,   88,   23,    7,    0,    1,    0,    0,    0
  240,20211201,    2,  230,  130,  130,  200,  107,     ,   91,    0,    0,    5,    2, 9951,   50,    8,   89,   52,    7,    0,    1,    0,    0,    0
  240,20211201,    3,  220,  130,  140,  190,  110,     ,   87,    0,    0,    0,   -1, 9932,   64,    8,   85,   81,    7,    0,    1,    0,    0,    0
  240,20211201,    4,  210,  120,  120,  200,   97,     ,   88,    0,    0,    9,    7, 9917,   33,    8,   94,   61,    7,    0,    1,    0,    0,    0
  240,20211201,    5,  210,  130,  140,  180,   95,     ,   83,    0,    0,   10,    3, 9904,   47,    8,   92,   81,    7,    0,    1,    0,    0,    0
  240,20211201,    6,  220,  120,  110,  180,   98,   90,   85,    0,    0,    8,    2, 9894,   65,    8,   91,   23,    7,    0,    1,    0,    0,    0
  240,20211201,    7,  220,  110,  110,  160,  101,     ,   84,    0,    0,    2,    1, 9883,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20211201,    8,  250,  120,  110,  190,   96,     ,   62,    0,    0,    7,    2, 9884,   66,    8,   79,   51,    7,    0,    1,    0,    0,    0
  240,20211201,    9,  270,  120,  120,  200,   87,     ,   72,    0,   12,    1,    3, 9889,   50,    8,   90,   81,    7,    0,    1,    0,    0,    0
  240,20211201,   10,  270,  120,  110,  180,   89,     ,   67,    0,   25,    3,    6, 9895,   64,    8,   85,   57,    7,    0,    1,    0,    0,    0
  240,20211201,   11,  260,  110,  110,  170,   90,     ,   59,    0,   17,    0,   -1, 9895,   71,    8,   80,   51,    7,    0,    1,    0,    0,    0
  240,20211201,   12,  270,  120,  130,  190,   90,   80,   57,    0,   21,    0,   -1, 9891,   59,    8,   79,   22,    7,    0,    1,    0,    0,    0
  240,20211201,   13,  280,  120,  120,  180,   83,     ,   69,    0,   14,    8,   10, 9895,   50,    8,   90,   81,    7,    0,    1,    0,    0,    0
  240,20211201,   14,  290,  110,   90,  180,   83,     ,   56,    0,   15,    5,    2, 9901,   70,    8,   83,   23,    7,    0,    1,    0,    0,    0
  240,20211201,   15,  300,  100,  100,  170,   77,     ,   44,    3,   12,    0,   -1, 9911,   69,    7,   79,   81,    7,    0,    1,    0,    0,    0
  240,20211201,   16,  310,   90,   90,  140,   76,     ,   32,    0,    1,    0,   -1, 9923,   73,    6,   73,   23,    7,    0,    1,    0,    0,    0
  240,20211201,   17,  310,   70,   50,  140,   69,     ,   33,    0,    0,    0,   -1, 9934,   75,    7,   77,   23,    7,    0,    1,    0,    0,    0
  240,20211201,   18,  320,   80,   80,  140,   62,   46,   10,    0,    0,    0,   -1, 9944,   80,    6,   68,   23,    7,    0,    1,    0,    0,    0
  240,20211201,   19,  310,   80,   80,  120,   62,     ,   11,    0,    0,    0,    0, 9955,   75,    6,   70,     ,    5,    0,    0,    0,    0,    0
  240,20211201,   20,  320,   50,   50,  110,   60,     ,    6,    0,    0,    0,    0, 9963,   80,    8,   68,     ,    5,    0,    0,    0,    0,    0
  240,20211201,   21,  310,   60,   50,  110,   56,     ,    6,    0,    0,    0,    0, 9969,   75,    2,   70,     ,    5,    0,    0,    0,    0,    0
  240,20211201,   22,  300,   60,   50,  130,   54,     ,   19,    0,    0,    0,   -1, 9975,   75,    5,   78,   22,    7,    0,    1,    0,    0,    0
  240,20211201,   23,  280,   50,   50,   80,   38,     ,   13,    0,    0,    2,    1, 9978,   70,    4,   83,   23,    7,    0,    1,    0,    0,    0
  240,20211201,   24,  300,   40,   30,   90,   37,   22,   14,    0,    0,    2,    4, 9981,   70,    2,   85,   23,    7,    0,    1,    0,    0,    0
  240,20211202,    1,  330,   40,   30,  110,   44,     ,   21,    0,    0,    3,    7, 9983,   61,    8,   84,   81,    7,    0,    1,    0,    0,    0
  240,20211202,    2,  320,   40,   50,  110,   39,     ,   13,    0,    0,    4,    9, 9986,   70,    7,   82,   51,    7,    0,    1,    0,    0,    0
  240,20211202,    3,  340,   50,   60,  120,   31,     ,   11,    0,    0,    2,    9, 9989,   56,    8,   86,   67,    7,    0,    1,    1,    0,    0
  240,20211202,    4,  320,   30,   10,  100,   31,     ,   15,    0,    0,    1,    1, 9989,   70,    4,   89,   24,    7,    0,    1,    1,    0,    0
  240,20211202,    5,  330,   30,   70,  110,   38,     ,   12,    0,    0,    0,   -1, 9995,   70,    7,   82,   23,    7,    0,    1,    0,    0,    0
  240,20211202,    6,  320,   30,   20,  100,   24,   12,    6,    0,    0,    3,    5, 9994,   66,    7,   87,   81,    7,    0,    1,    0,    0,    0
  240,20211202,    7,  320,   30,   60,  100,   35,     ,    1,    0,    0,    1,    1, 9998,   75,    8,   78,   23,    7,    0,    1,    0,    0,    0
  240,20211202,    8,  350,   40,   30,   90,   16,     ,    2,    0,    0,    8,   27,10011,   56,    8,   90,   81,    7,    0,    1,    1,    1,    0
  240,20211202,    9,  260,   20,   20,   60,   11,     ,    1,    0,    6,    9,   12,10014,   65,    8,   92,   24,    7,    0,    1,    1,    0,    0
  240,20211202,   10,   90,   20,   10,   60,   24,     ,   13,    2,   23,    4,    4,10025,   62,    8,   92,   81,    7,    0,    1,    0,    1,    0
  240,20211202,   11,  280,   20,   30,   80,   27,     ,   14,    0,   14,    5,    9,10029,   65,    8,   91,   23,    7,    0,    1,    0,    0,    0
  240,20211202,   12,  290,   30,   30,   60,   42,    5,   21,    3,   52,    0,    0,10033,   70,    0,   86,    1,    7,    0,    0,    0,    0,    0
  240,20211202,   13,  320,   40,   50,   80,   48,     ,   16,    5,   57,    0,    0,10041,   75,    8,   79,     ,    5,    0,    0,    0,    0,    0
  240,20211202,   14,   10,   50,   40,  100,   39,     ,  -18,    3,   30,    2,    5,10053,   68,    8,   66,   67,    7,    0,    1,    1,    0,    0
  240,20211202,   15,   10,   40,   30,   90,   43,     ,   -5,    3,   15,    1,    1,10060,   75,    8,   71,   24,    7,    0,    1,    1,    0,    0
  240,20211202,   16,  340,   30,   80,  120,   33,     ,    0,    0,    1,    1,    1,10075,   75,    8,   78,   81,    7,    0,    1,    0,    0,    0
  240,20211202,   17,  320,   30,   20,   80,   10,     ,   -8,    0,    0,    0,   -1,10079,   70,    4,   87,   23,    7,    0,    1,    0,    0,    0
  240,20211202,   18,  270,   30,   30,   40,    3,   -5,  -11,    0,    0,    0,   -1,10084,   70,    1,   90,   22,    7,    0,    1,    0,    0,    0
  240,20211202,   19,  260,   20,   30,   40,    7,     ,   -6,    0,    0,    3,    1,10090,   70,    1,   90,   23,    7,    0,    1,    0,    0,    0
  240,20211202,   20,  250,   30,   30,   40,    6,     ,   -8,    0,    0,    0,    0,10093,   70,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211202,   21,  260,   20,   40,   60,   20,     ,    2,    0,    0,    0,    0,10096,   70,    8,   87,    2,    7,    0,    0,    0,    0,    0
  240,20211202,   22,  220,   40,   40,   70,    9,     ,   -4,    0,    0,    0,    0,10093,   65,    6,   91,     ,    5,    0,    0,    0,    0,    0
  240,20211202,   23,  250,   10,   10,   40,    6,     ,   -7,    0,    0,    0,    0,10099,   65,    8,   91,     ,    5,    0,    0,    0,    0,    0
  240,20211202,   24,  200,   30,   30,   50,   -4,  -20,  -13,    0,    0,    0,    0,10096,   65,    8,   93,    2,    7,    0,    0,    0,    0,    0
  240,20211203,    1,  190,   20,   30,   30,   -4,     ,  -11,    0,    0,    0,    0,10096,   65,    8,   95,     ,    5,    0,    0,    0,    0,    0
  240,20211203,    2,  200,   40,   50,   60,    9,     ,    1,    0,    0,    0,    0,10094,   65,    8,   94,     ,    5,    0,    0,    0,    0,    0
  240,20211203,    3,  210,   40,   40,   50,   14,     ,    5,    0,    0,    0,    0,10091,   65,    8,   94,     ,    5,    0,    0,    0,    0,    0
  240,20211203,    4,  210,   50,   50,   60,   27,     ,   11,    0,    0,    0,    0,10085,   70,    8,   89,     ,    5,    0,    0,    0,    0,    0
  240,20211203,    5,  210,   60,   50,  100,   35,     ,   22,    0,    0,    3,    2,10082,   65,    8,   91,   23,    7,    0,    1,    0,    0,    0
  240,20211203,    6,  210,   50,   60,   70,   39,  -24,   23,    0,    0,    0,   -1,10078,   70,    8,   89,   23,    7,    0,    1,    0,    0,    0
  240,20211203,    7,  210,   60,   60,   80,   43,     ,   24,    0,    0,    0,   -1,10076,   70,    8,   87,   23,    7,    0,    1,    0,    0,    0
  240,20211203,    8,  210,   70,   70,  110,   39,     ,   19,    0,    1,    0,   -1,10071,   70,    8,   86,   23,    7,    0,    1,    0,    0,    0
  240,20211203,    9,  200,   80,   90,  120,   39,     ,   13,    0,   10,    0,    0,10066,   70,    8,   83,    2,    7,    0,    0,    0,    0,    0
  240,20211203,   10,  200,   80,   80,  120,   42,     ,   14,    0,   23,    0,    0,10058,   70,    8,   82,     ,    5,    0,    0,    0,    0,    0
  240,20211203,   11,  200,  100,  100,  150,   35,     ,   23,    0,   18,    0,   -1,10051,   29,    8,   91,   51,    7,    0,    1,    0,    0,    0
  240,20211203,   12,  200,  100,  110,  150,   40,   28,   26,    0,   19,    0,   -1,10036,   59,    8,   90,   22,    7,    0,    1,    0,    0,    0
  240,20211203,   13,  210,  110,  100,  150,   47,     ,   23,    0,   28,    0,    0,10029,   70,    8,   84,     ,    5,    0,    0,    0,    0,    0
  240,20211203,   14,  210,  100,  110,  150,   48,     ,   29,    0,   13,    0,    0,10024,   70,    8,   87,     ,    5,    0,    0,    0,    0,    0
  240,20211203,   15,  200,  110,  100,  150,   47,     ,   33,    0,    5,    0,    0,10021,   63,    8,   90,     ,    5,    0,    0,    0,    0,    0
  240,20211203,   16,  200,  100,   90,  140,   48,     ,   36,    0,    1,    0,    0,10018,   59,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20211203,   17,  210,   90,   80,  130,   50,     ,   39,    0,    0,    0,    0,10017,   59,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20211203,   18,  200,   80,   70,  120,   49,   40,   38,    0,    0,    0,    0,10013,   59,    8,   92,   10,    7,    0,    0,    0,    0,    0
  240,20211203,   19,  200,   70,   70,  110,   48,     ,   40,    0,    0,    0,   -1,10011,   36,    8,   94,   51,    7,    0,    1,    0,    0,    0
  240,20211203,   20,  200,   70,   70,  100,   48,     ,   40,    0,    0,    7,    1,10007,   50,    8,   94,   22,    7,    0,    1,    0,    0,    0
  240,20211203,   21,  200,   70,   50,  100,   48,     ,   40,    0,    0,    0,    0,10006,   60,    8,   94,    2,    7,    0,    0,    0,    0,    0
  240,20211203,   22,  200,   60,   60,   90,   48,     ,   40,    0,    0,    0,    0,10003,   58,    8,   94,   10,    7,    0,    0,    0,    0,    0
  240,20211203,   23,  180,   50,   40,   70,   47,     ,   41,    0,    0,    0,    0, 9995,   56,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20211203,   24,  180,   40,   40,   60,   47,   46,   40,    0,    0,    0,    0, 9990,   41,    8,   95,   10,    7,    0,    0,    0,    0,    0
  240,20211204,    1,  170,   30,   40,   60,   47,     ,   43,    0,    0,    0,    0, 9984,   10,    8,   97,   10,    7,    0,    0,    0,    0,    0
